404,1621
249,10863
378,3952
157,1477
132,11434
280,1276
372,1162
442,3154
447,5983
271,4564
268,1878
584,1741
730,934
375,726
160,8270
342,2172
419,1455
303,2155
445,3719
356,735
595,2931
459,8496
256,6026
496,1593
427,1630
390,892
388,1768
149,1859
132,1122
319,1117
426,894
377,1448
495,4990
488,4465
252,6474
353,2645
243,1942
527,7614
489,1155
721,8216
638,1894
0
126,3137
388,5025
505,1375
209,1026
412,2206
335,1127
259,3051
125,4496
937,2092
192,841
3240,2876
395,670
452,1760
178,1812
1081,3778
197,1428
274,1033
397,8152
397,859
274,3052
286,2587
315,1771
387,2391
309,3806
301,4406
127,6043
711,1257
296,9679
395,1965
457,2079
288,896
648,3224
294,7759
352,1482
378,8335
346,1562
196,3181
345,11248
533,1946
366,674
836,1609
2521,5258
325,654
524,952
470,2855
330,937
674,1486
328,2557
384,2293
369,1043
586,2018
568,2146
536,2688
328,842
711,4897
1118,2072
960,1585
183,4700
384,1298
253,1353
385,7688
365,6925
493,3471
244,9225
342,2828
443,1608
537,2545
0
2768,5783
0
685,10974
366,842
348,6536
472,1060
179,3773
833,1391
0
262,7893
275,5496
392,1708
842,3866
371,2229
0
188,1374
777,1168
319,1673
253,1324
279,1401
323,940
244,10760
232,1469
2296,5451
505,5082
429,2762
203,2016
1108,4160
480,9277
358,10523
238,2093
687,5078
324,2256
455,2941
350,3530
269,4757
300,4755
627,7848
247,945
298,3870
238,1297
457,2629
2584,881
395,1069
0
194,7143
267,3381
337,2154
230,2291
556,1142
132,2948
622,1467
1480,2234
459,1278
221,1248
593,3972
191,4813
343,4232
303,3483
1782,1322
591,1488
183,1345
373,907
357,1430
208,7957
344,2396
2600,2182
356,898
491,8912
368,9250
496,1069
1364,1049
314,948
371,3057
315,821
307,1416
194,1439
343,9982
196,8746
439,5707
254,3226
247,1573
938,1396
695,1169
2084,1308
331,6851
236,2258
126,8888
328,1529
451,4063
1250,8516
511,2099
239,2745
242,3990
333,2536
702,1853
278,1541
555,4857
426,1810
305,2712
522,2494
1445,1921
353,7933
1314,2447
1782,9220
543,4723
301,1549
677,1555
362,4099
604,2098
3854,949
431,1810
221,1526
441,3961
309,1836
748,9562
684,2440
378,566
360,1095
390,3848
885,1997
660,2247
395,801
306,1219
197,1355
198,3076
376,968
683,3627
423,5427
277,1647
1031,1551
261,9806
126,1260
295,1404
383,849
254,1476
299,4471
197,7438
252,1589
239,1968
421,1463
752,6002
287,87
539,954
713,4465
437,1084
587,3264
208,5062
419,3464
804,1950
346,2542
452,3282
572,1498
247,2690
236,8421
389,2131
361,3331
382,3767
344,2144
316,1860
492,664
312,11581
198,3850
438,1945
497,7614
370,1489
1171,1420
303,1751
263,1154
1019,1255
280,1293
578,2172
249,1392
350,2934
259,904
505,5098
397,2302
266,4044
274,9098
287,2417
286,5673
326,2547
445,1460
776,750
236,4864
283,2626
261,2244
341,1084
3467,1534
297,3345
511,2316
222,1130
362,1190
339,4660
506,1040
304,2165
214,674
2505,9321
502,1899
210,1722
327,8979
361,1294
214,3706
592,1075
354,2755
292,3567
483,3295
253,4609
247,4757
266,1982
587,1396
451,2420
472,10503
407,2914
425,1353
220,6619
268,3872
510,2135
1156,1135
597,4956
349,2078
413,2405
310,1464
378,5192
243,1422
289,2304
320,1345
241,9319
161,1121
268,803
328,1742
232,3127
448,8155
236,1335
546,846
361,1195
293,1394
514,2547
557,9458
302,1958
241,2581
392,1149
303,2791
316,2954
493,1097
461,3215
320,1773
441,2216
2439,6434
195,2381
595,3811
399,9184
186,7337
1326,1447
633,1967
447,703
582,4361
560,7191
498,1487
1075,7525
317,3404
776,4853
336,1550
275,697
220,3115
611,2095
640,1276
361,1506
587,3110
637,1116
474,2081
299,978
445,3041
631,8109
208,6052
332,5656
556,2691
624,1873
2204,4818
223,5515
429,1233
286,2930
257,693
577,1806
539,716
301,1595
225,3297
366,2001
386,1886
408,7071
391,3568
322,9381
407,9305
401,2617
524,1215
568,1173
399,1417
503,2039
329,3131
272,1735
665,5773
362,8596
247,2906
354,4696
399,2600
999,2616
634,2733
599,992
526,6897
260,1081
299,4079
335,5372
620,2685
387,7422
242,1051
115,2904
516,1369
343,1407
1876,3985
437,2287
414,1074
500,1045
959,4419
387,1330
547,4150
329,870
518,1303
631,2918
317,1762
1340,1577
553,1585
344,4822
299,1354
189,1340
524,1795
480,5294
313,10327
620,3091
485,3525
520,1175
440,5331
500,1483
588,10712
0
695,1359
837,1489
316,1665
1185,955
464,3820
530,9972
349,1246
284,651
5859,3041
599,1885
233,7741
324,1645
5023,5869
317,1303
816,1831
5457,3085
388,2436
345,4005
239,3300
637,8833
391,590
445,1830
557,2943
867,1345
536,3033
277,1577
263,1584
251,718
360,2007
2683,4654
439,4145
844,1640
347,3759
347,9514
235,2415
328,2573
607,5471
298,607
735,2162
281,3734
695,3043
361,1396
1344,8130
392,1495
449,1014
418,9276
488,5749
332,7122
326,3376
215,971
192,7409
475,1580
405,990
230,9288
343,7108
989,1472
490,2779
396,3783
806,4863
494,875
479,1564
378,3312
387,2078
226,3539
256,914
392,3710
735,7386
361,1041
448,5989
521,4164
353,1361
517,1369
393,1860
439,1572
1998,3143
837,2811
311,2309
1324,4344
319,1077
422,2330
217,1031
289,1166
423,1151
238,3583
277,1646
1303,8559
315,1533
516,1828
198,1091
251,8673
504,1385
440,5174
287,6726
359,2927
303,4956
297,2921
361,1264
431,2295
443,920
209,1348
173,786
315,1210
6372,12423
345,1066
674,8583
575,5089
405,1139
369,742
197,965
719,2000
338,4438
425,8513
452,1273
522,6338
309,9880
385,2733
315,1183
302,8446
537,1040
197,1781
201,1299
412,2759
185,4712
394,1794
438,8977
691,1522
505,1693
296,1629
387,5492
240,898
210,1631
249,4133
267,2092
556,3123
332,3735
315,1213
395,1610
267,8330
376,1199
438,1453
462,4375
370,1725
341,2314
322,1137
534,1155
471,1891
368,1283
312,1150
311,941
260,1655
488,685
235,1523
409,1297
351,1930
537,3635
597,4397
473,2256
1296,2316
229,1172
338,10024
811,10135
869,1499
464,2884
243,1544
543,10086
676,8368
309,2108
402,1230
596,1321
284,1386
286,1424
489,4140
346,910
255,8424
385,2165
194,1433
883,1859
358,668
416,1432
281,1010
229,8547
275,1365
350,2601
594,3157
526,2816
428,1015
268,7926
389,1535
320,1813
379,3293
951,10140
586,1290
402,1604
388,621
243,3852
195,1142
341,1512
245,9003
417,1092
385,2552
523,1632
243,5836
435,2550
270,1798
482,8129
258,4415
371,1435
1653,1622
285,1149
287,8243
755,2548
238,2372
312,873
324,1485
230,8703
243,1785
169,7806
322,2647
264,12134
501,3672
524,1039
453,2205
323,4004
623,1441
514,5689
415,4257
448,2090
2047,9162
322,1725
558,2180
205,10920
897,4677
560,2277
318,1441
431,3454
493,1166
516,8689
361,2962
287,1891
288,2069
394,6427
358,4287
780,9732
300,9797
308,2326
222,1008
289,1947
774,1416
382,1944
545,1713
452,1854
206,2124
645,6003
217,3384
415,1468
326,4983
480,2611
536,2259
282,4384
237,1364
232,1247
853,1286
718,10019
302,1195
207,786
530,1573
318,1509
147,4247
537,1963
349,672
365,3192
436,1122
317,1278
5055,3691
379,1266
677,9953
247,3345
426,2950
479,3962
205,2574
342,1665
557,1811
429,1424
312,2871
604,8576
226,1998
544,2127
300,2116
2675,2785
651,2077
4151,2113
924,2764
248,5389
347,2910
244,5283
350,2112
494,2220
337,829
267,1176
558,5034
233,3305
313,8761
139,1306
305,7226
210,8656
622,1868
419,5700
321,2083
312,796
258,2860
400,978
425,1693
619,1414
317,1023
214,808
390,3282
278,1888
323,829
275,2889
429,1824
497,1324
420,1588
350,1826
260,1484
308,1514
252,1029
600,1736
326,1115
708,1493
336,746
279,3936
219,3314
367,1993
436,8551
265,8152
637,1905
259,4970
320,1623
365,2006
281,2743
335,951
235,2189
321,2233
194,2868
318,729
190,2060
376,4375
449,819
399,1066
1008,3579
321,1072
315,5802
322,1859
437,1092
521,3788
285,1815
190,939
218,903
361,1322
368,5880
0
690,3037
909,1501
312,1197
383,4439
318,5023
340,913
487,2127
664,3185
261,3333
478,5283
1314,1403
331,914
470,5949
236,3609
355,2557
671,11943
410,8279
371,975
339,1920
363,2090
225,2858
751,7180
633,1487
637,2862
530,881
384,973
6928,2249
418,1861
498,6314
381,2017
756,875
334,1414
596,9865
385,3426
430,2484
530,3781
571,1320
426,2386
340,1090
310,1311
673,5721
515,1658
669,911
573,4890
384,7613
1094,10762
393,3035
366,934
314,5901
724,1162
194,5374
415,2594
320,2184
548,2040
304,763
705,10505
138,3948
3264,9569
460,3333
302,985
260,2172
604,1139
498,5633
423,1419
406,1546
251,4197
415,1551
366,2184
374,1979
1621,1674
373,1962
239,3628
292,1022
416,7737
313,6877
417,7651
203,1818
275,1201
477,1958
511,7268
553,4765
679,1065
815,1955
258,2296
889,1465
294,3274
320,9458
959,5108
910,2405
305,941
666,8278
487,2426
515,2801
305,814
381,846
422,8159
460,2279
1353,1299
420,3830
268,3446
436,2357
250,1166
312,2354
320,5882
311,4159
277,2016
417,1307
326,994
502,2942
499,1963
150,3059
850,8521
376,1110
591,2654
253,2714
934,3965
524,3056
635,1605
266,1182
1609,5587
1745,10373
419,4719
522,896
231,8750
404,1202
378,1055
737,1646
2345,1762
375,2786
362,3289
357,1059
222,5413
385,1713
479,3646
562,1616
390,3407
381,1424
310,1148
269,5392
330,4532
371,1060
359,1553
1062,1392
499,2306
693,9893
257,3815
316,2700
335,824
341,2248
387,2477
305,5383
408,4161
345,1690
167,4827
574,3021
330,7806
423,1760
352,8575
399,1417
2438,3583
297,9461
501,1663
250,3562
356,3694
258,2715
405,1867
308,727
199,2770
325,1216
1458,7333
185,2083
547,2089
206,4582
592,1539
261,11344
267,7299
114,8362
236,2117
193,2855
405,5773
464,2120
451,5823
967,1824
157,10621
167,2580
