358,6420
152,3158
265,1607
301,2317
413,1504
264,1084
517,671
348,1867
469,2576
262,2204
180,3249
360,1493
413,2111
250,1169
334,2719
368,830
459,663
340,856
333,440
225,835
278,461
336,368
395,527
341,977
204,734
295,450
373,1397
310,554
414,1054
422,810
377,642
220,816
260,677
482,959
199,869
236,765
454,1272
140,1181
529,614
382,2981
224,1334
218,821
232,1279
442,580
206,1183
154,1304
180,584
495,466
292,1194
351,754
193,1347
392,1047
311,718
378,455
190,825
314,1433
461,1331
556,5095
256,1114
327,694
316,795
137,1058
257,847
315,1088
458,819
296,584
197,984
244,1267
335,1030
431,696
545,954
193,1271
390,1463
390,1367
302,605
329,1064
396,570
494,333
333,951
469,789
420,1217
193,826
151,1116
416,473
464,489
217,2537
435,769
213,851
296,708
306,500
439,487
209,1481
288,566
188,1894
454,2084
312,1296
498,765
392,1328
232,2187
97,1495
266,1735
347,1275
631,1135
332,691
319,5197
343,463
253,1270
322,798
311,520
375,724
200,1284
601,2196
439,626
297,592
478,715
503,1226
263,1638
398,773
373,551
254,1136
415,1302
229,1456
223,2090
383,852
361,578
189,772
210,1677
255,3195
338,1156
420,877
233,2747
339,1061
244,1798
432,1610
340,546
451,476
317,387
265,1159
317,1022
321,812
154,715
501,759
417,1249
218,929
355,297
335,578
237,857
71,817
371,446
292,524
336,1954
701,1409
335,1503
503,1412
255,956
282,832
365,649
209,670
260,740
418,708
559,1898
421,1434
394,430
315,960
212,817
339,896
285,309
355,344
369,484
454,512
249,977
255,808
262,457
354,2246
177,1519
301,491
247,491
426,982
327,826
216,2344
334,437
257,766
527,998
371,618
333,313
126,1025
259,1140
321,1659
313,1661
269,535
365,570
518,731
238,1469
632,890
200,926
246,745
449,879
418,552
192,1046
129,641
255,966
384,742
182,820
495,759
307,1037
330,628
338,561
318,839
289,4325
251,1031
203,479
386,1053
316,909
323,1200
298,530
424,439
271,895
639,503
563,2230
370,507
383,880
312,1611
395,804
439,666
284,1751
380,2554
325,836
263,689
429,781
499,436
297,742
320,446
259,1687
536,979
422,555
318,779
373,932
289,1909
318,563
378,509
519,3725
182,1734
433,657
191,867
180,1973
141,1120
433,511
219,733
157,1093
503,1058
368,943
252,618
301,474
241,1580
247,1548
455,785
369,502
263,2944
287,478
284,605
177,1139
230,779
247,1014
261,957
305,439
412,737
656,2428
354,1082
428,2786
367,1228
408,1478
385,999
997,8799
215,710
321,542
262,804
85,1531
254,849
481,2969
350,556
395,1297
274,883
603,2716
296,1418
197,801
291,752
474,1577
253,2000
311,330
193,707
191,779
268,1296
233,1631
308,1191
330,887
561,925
127,642
372,1943
299,608
391,544
343,466
265,790
318,1141
290,617
138,7225
133,3114
277,1374
356,380
453,1086
327,538
341,453
266,1299
414,700
272,768
202,1877
251,772
230,445
190,1473
314,519
357,594
304,430
248,1290
409,818
690,581
345,664
394,481
237,2979
327,678
191,784
289,507
396,282
315,1331
407,1057
329,1862
372,801
313,1569
293,1074
193,1094
355,582
383,749
307,1706
356,345
203,997
586,2470
346,518
217,1357
457,688
395,500
368,592
265,756
396,623
332,1861
315,1190
307,654
358,457
351,1128
193,1504
441,541
441,629
293,797
199,1777
425,1875
229,1542
404,1495
254,694
297,952
504,710
369,398
158,666
324,559
342,576
329,673
139,1660
273,1465
370,522
289,947
377,263
354,907
299,403
388,980
134,1633
392,1045
304,827
272,1376
287,533
209,1217
254,1637
321,1041
207,1428
233,434
532,580
334,2595
452,703
129,1159
92,1231
300,816
272,615
316,1266
184,991
476,561
105,4622
136,1386
454,710
260,908
263,1074
368,517
422,1739
288,844
442,783
268,603
239,1434
253,761
153,1776
380,723
218,759
227,918
372,441
351,1063
297,746
298,991
352,858
340,2840
316,449
162,1377
474,712
417,1649
213,1248
264,2125
342,844
264,986
449,1159
192,1166
261,779
307,1474
330,2600
453,726
195,1164
347,921
311,915
330,1168
451,631
139,2852
196,1691
204,991
382,1004
127,1019
402,888
506,1271
360,1218
529,741
461,492
189,724
254,804
318,711
361,321
318,2268
443,578
310,524
464,732
316,1301
335,2073
128,816
344,687
202,1021
300,690
221,1538
139,1169
191,1022
290,2177
347,590
339,1188
104,1243
258,1238
262,466
257,1132
246,722
193,1799
359,891
328,958
268,664
316,996
304,675
191,863
240,1006
426,572
433,447
304,439
256,510
253,469
274,2382
221,10355
262,508
563,1239
202,2709
312,621
360,1406
474,426
207,610
382,667
438,511
309,851
335,2020
436,4396
311,1006
135,1057
413,1441
368,682
308,1380
334,422
380,827
433,618
296,528
431,589
301,1532
370,427
318,2480
360,2577
416,1966
257,749
310,302
357,1363
194,8296
318,634
336,562
564,997
124,631
387,1306
268,743
350,792
259,1596
175,5013
393,671
369,429
278,1819
360,1805
414,1111
405,2176
338,841
416,607
338,558
262,1763
233,904
309,688
728,522
396,875
380,770
297,472
414,2648
162,2059
430,676
230,1287
387,742
459,453
255,610
320,740
399,545
405,1113
264,670
150,1096
308,904
223,730
375,1099
177,779
497,369
266,1325
486,577
315,1376
416,317
225,4425
328,2740
341,875
373,681
209,933
504,1318
396,589
370,1036
373,636
385,471
127,776
444,956
195,814
360,715
209,2494
382,864
232,423
442,434
290,1063
388,2837
420,693
490,1060
259,988
343,591
254,726
307,715
541,547
408,545
319,1636
314,1427
366,438
231,722
327,596
314,1000
388,1145
613,1058
221,1261
191,891
298,1718
380,717
152,1302
282,498
260,792
146,1287
309,545
306,1051
224,732
193,1153
343,1375
184,1850
399,710
316,634
308,865
296,519
534,581
324,1586
210,1479
200,777
444,913
369,1504
154,856
196,1810
258,471
133,1345
326,887
485,1700
184,691
103,1509
566,1095
311,657
194,1312
139,1632
314,399
235,2132
433,614
257,413
571,950
278,1064
418,2397
504,676
226,1815
282,4075
267,783
255,907
257,1179
280,562
288,679
329,668
314,774
193,1458
526,3745
342,784
320,483
327,1893
254,876
264,637
179,845
226,1637
380,884
269,2990
406,654
281,1146
280,1153
381,1180
295,1581
257,952
66,1123
193,1497
410,1423
306,871
223,666
254,532
459,694
315,1752
315,573
383,1129
510,1248
337,2468
291,957
524,553
256,1588
256,506
256,1472
21,0
318,731
290,1121
255,950
326,983
112,1253
300,318
422,822
319,1079
395,568
433,511
349,1166
297,2283
202,1346
282,1917
382,654
178,3989
183,1687
547,645
254,847
210,1413
348,1173
433,523
512,621
315,685
256,681
372,1107
231,1061
404,908
315,796
366,1282
336,420
326,3071
226,1271
335,917
312,1424
287,2186
297,1078
352,1322
278,504
230,2389
411,2115
246,1140
182,1178
507,360
273,6309
199,2054
130,950
386,1025
505,1584
328,1640
253,1927
132,3878
363,1064
322,746
267,1106
232,821
316,1252
48,0
335,854
362,1261
441,872
314,647
432,826
140,837
251,794
206,2321
311,602
325,659
388,555
261,637
257,665
344,821
300,2092
346,831
360,470
325,707
146,1860
489,1138
666,644
611,455
428,437
315,771
489,678
425,605
255,3186
311,4069
290,814
198,767
279,398
261,1644
546,504
290,2701
292,981
499,1145
127,1023
230,1457
447,944
469,986
583,1009
424,535
248,736
380,705
128,1363
188,1097
214,800
266,843
385,1053
208,1887
362,795
164,1390
333,1350
397,570
443,545
466,1394
234,500
320,813
282,654
314,444
441,446
442,924
253,1017
339,346
196,1442
419,1828
255,750
188,774
225,1483
241,720
286,780
376,1038
256,955
189,1032
319,3558
356,638
241,850
392,371
663,979
255,956
426,819
266,475
321,1242
442,1139
436,596
132,2059
409,624
371,608
278,928
657,620
152,826
540,446
110,4227
423,401
227,681
280,973
254,960
319,697
280,378
263,1721
314,792
252,1465
327,759
234,612
328,638
319,800
132,968
371,477
592,792
139,834
312,742
268,2184
307,1247
457,1088
348,1273
296,750
338,423
368,1169
175,2372
134,1432
382,2321
179,4204
196,1750
293,451
330,968
345,1015
190,863
195,621
255,870
304,571
147,438
415,716
256,1084
355,754
338,391
229,1278
256,861
196,1089
360,1101
540,1520
311,688
409,1080
391,704
478,1442
265,1156
240,684
293,457
518,799
259,914
490,1434
175,1209
202,522
335,2570
384,649
322,616
637,704
310,388
348,1174
262,887
318,739
312,1018
249,2521
440,1307
316,567
391,891
313,808
292,490
313,1509
128,1056
521,851
246,724
419,649
254,2459
616,3402
146,1634
322,1399
312,922
350,1239
388,638
327,1032
205,649
341,444
294,814
